"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.42753072359341e-25,72,858,4.63686713286713,"Translation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006412","EIF2 GAMMA  TWN2 ATARCA RPL17A RPL9B ALATS EIF4A-2 LOS1 RPS5A EIF2 TRIP-1 RPL22B RPL26A EIF3E TUFA TIF3A1 ATRLI2 IBI1 RPS23B EIF2 BETA THRRS TIF3B1 PAB2 MEE63 RPL23A RPS15AF RPL21A TIF3H1 PFL RPL34A ARP1 Y14 RPL27AC RPL14A RPL40B RPL11A RPL38A EIF3G1 RPL19B RPL36AB ATL5 ATBBC1 SRP9 RPL23AB emb1624 RPS27B RPL27C EIF4E1 RPL32A RPL39A TIF3K1 RPS6B NCBP RPS21C RPS3C EIF(ISO)4E eIFiso4G1 HAT5"
1.66354772172062e-24,64,703,5.03041820768137,"Response to osmotic stress "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006970","YchF1 SAM1  MDH1 APX1 CSD1 BTF3 COX6B IAR4 ANNAT1 ACT8 mMDH1 ALDH7B4 PBG1 cICDH ATGSR2 VHA-A ACO3 NAD-ME1 LOS2 ATPMM TRIP-1 FUM1 HAT5 PGD2 ATMS2 MSD1 CYN ATPQ CTIMC EIF3E GPX6 PBA1 PAB2 SIR HSP70-10 AtPPa6 CBSX3 RGP5 CBR2 RPN11 RPS3C GS2 ALDH12A1 GAMMA CAL2 CTL1 AVP1 CYT1 SAP18 CYS6 POP2 ARP1 HSP90-7 CESA1 RPN10 MPT3 ATGH9A1 COB FRO1"
2.69881329357629e-24,150,3397,2.43991757433029,"Response to chemical "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042221"," OPR1 GAE1 APX1 CSD1 RPT4B TPX1 SEC13B PKT3 PRXIIF AHP1 PKP1 CARA SHM4 APX3 HSP70-10 GRXC4 HOT5 PKP2 MDH1 RBP45B LOS1 ENO1 GAPCP1 RPS5A TCTP1 ATL5 ATBBC1 ATG2 CTIMC NDK1 OASA1 AGD2 BTR1 RPS6B CPN20 GS2 KASI GLT1 VDAC2 CTL1 TIF3H1 PER7 ANNAT1 RPN12A NIA1 ATGSTU19 ATSFGH IAA16 MSD1 ATGR1 FER ATMDAR1 ATCUL1 GPX6 ASK7 ATPAP26 PER72 SAM1 GLX1 GAPC-2 PAB1 ATARCA APT1 ATS9 YchF1 ALATS mMDH1 ALDH7B4 EIF4A-2 PBG1 MDAR5 cICDH PGK HSP70-14 FBA3 ACO3 NIR1 NAP1 ARF3 PAG1 LOS2 CYT1 SAP18 TRIP-1 ATPDIL2-1 CCT6A ATMS2 CCT7 CCT4 PAC1 POP2 ARP1 emb1624 CYP19-3 TUFA UBQ10 IIL1 GSH1 HSP90-7 IBI1 PBA1 ASP5 CCoAOMT1 RPN10 AGT2 AtPPa6 PGIC ATBI-1 CKA4 GAMMA CAL2 MOB1A MEE63 AVP1 EIF2 CYS6 SCE1 RCE1 CDC25 NAA10 ROC1 ATGH9A1 RUB1 ATCYSC1"
8.65757179556922e-22,102,1883,2.99315560276155,"Oxidation-reduction process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055114","MDH1 CYP51G1  ACO3 PKT3 FUM1 MPPBETA PGD2 CYTC-2 AIM1 CI51 CBR1 PGL3 EMB1467 ADNT1 G6PD2 PDH-E1 ALPHA APX1 SDH6 CSD1 GLX1 GAPC-2 IAR4 PER7 SKS6 DWF5 mMDH1 ALDH7B4 NRS/ER MDAR5 mtACP2 cICDH TPX1 KCR1 HMG1 OPR1 NIA1 ATGSTU19 GAPCP1 MOD1 NAD-ME1 ALDH6B2 NIR1 CYP73A5 CYTB5-B MTHFR2 MTO1 PRXIIF MSD1 FAD2 FOLD2 ATPPC3 ATGRX4 PYD1 DWF1 ATGR1 ATMDAR1 GPX6 SKU5 ATARD2 CIB22 APX3 CDC25 SIR HSP70-10 CBR2 GRXC4 ATPAP26 TRX2 UPM1 HOT5 KASI PDH2 PKP2 GLT1 ATB5-A ALDH12A1 PER72 FRO1"
6.99387437346195e-21,53,561,5.22026381461676,"Generation of precursor metabolites and energy "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091","MDH1  GAPC-2 ENO1 GAPCP1 PGK FBA3 ACO3 TIM LOS2 FUM1 MPPBETA PGD2 PKP1 CTIMC CYTC-2 PGI1 CI51 ATP5 CBR1 PGL3 EMB1467 PGIC PKP2 ADNT1 G6PD2 PDH-E1 ALPHA SDH6 IAR4 mMDH1 cICDH CYTB5-B ATPPC3 ATGRX4 CIB22 GRXC4 HOT5 PDH2 ATB5-A FRO1"
6.99387437346195e-21,32,175,10.1039542857143,"ATP metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046034","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM ATPC LOS2  MPPBETA PKP1 ATPQ CTIMC CYTC-2 PGI1 CI51 ATP5 PGIC PKP2 PDH-E1 ALPHA IAR4 VHA-A CIB22 EMB1467 PDH2"
2.48577789921887e-20,46,427,5.95263700234192,"Nucleobase-containing small molecule metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055086","PDH-E1 ALPHA GAPC-2 IAR4 APT1 NRS/ER ENO1 GAPCP1 PGK FBA3 ALDH6B2  TIM ATPC LOS2 ADK ACLB-1 PYD1 PKP1 CARA MUR1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 RGP5 PYR6 PGIC PDH2 PKP2 HMG1 NDK1 VHA-A CYT1 ATPMM SAHH2 AGK2 BETA-UP"
1.51695952796191e-18,36,275,7.23351272727273,"Purine-containing compound metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072521","PDH-E1 ALPHA GAPC-2 IAR4 APT1 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ADK ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PYR6 PGIC PDH2 PKP2 HMG1 VHA-A SAHH2 AGK2 NDK1"
2.61824183687183e-18,34,245,7.66817959183674,"Purine nucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006163","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ADK ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PYR6 PGIC PDH2 PKP2 HMG1 APT1 VHA-A AGK2 NDK1"
6.23102460289364e-18,34,252,7.4551746031746,"Ribonucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009259","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PYR6 PGIC PDH2 PKP2 HMG1 APT1 VHA-A CARA AGK2 NDK1"
1.84438165861907e-17,34,261,7.19809961685824,"Ribose phosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019693","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PYR6 PGIC PDH2 PKP2 HMG1 APT1 VHA-A CARA AGK2 NDK1"
1.88372519910908e-17,32,227,7.78939207048458,"Purine ribonucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009150","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PGIC PDH2 PKP2 HMG1 APT1 VHA-A AGK2 NDK1"
1.04929321838019e-16,22,94,12.9322553191489,"Nucleoside diphosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009132","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  ADK PKP1 CTIMC PGI1 PYR6 PGIC PKP2 NDK1 PDH-E1 ALPHA IAR4 AGK2 PDH2"
1.69615144546209e-16,56,786,3.93681424936387,"Small molecule biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044283"," EMB1144 ATGSR2 PGK TIM MTHFR2 ATMS2 ACLB-1 POP2 CARA CTIMC ATCYSC1 SHM4 OASA1 PGI1 SIR PAS2 GS2 PGIC KASI GLT1 BETA-UP DHS1 APT1 DWF5 mtACP2 KCR1 OPR1 MOD1 PKT3 MTO1 FAD2 PYD1 NDK1 IIL1 ATARD2 AGD2 EMB1467 GAE1 MOB1A CYP73A5 ADK CYT1 ATPMM AIM1 PKP2 CYTB5-B FBA3 GAPC-2"
1.79241396796533e-16,36,320,6.2163,"Nucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ADK ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PYR6 PGIC PDH2 PKP2 HMG1 NDK1 APT1 VHA-A CARA AGK2"
3.17959997926621e-16,36,326,6.10188957055215,"Nucleoside phosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006753","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3  TIM ATPC LOS2 ADK ACLB-1 PKP1 ATPQ CTIMC HINT1 HMGS PGI1 ATP5 PYR6 PGIC PDH2 PKP2 HMG1 NDK1 APT1 VHA-A CARA AGK2"
8.24664298406756e-16,20,80,13.814,"Ribonucleoside diphosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009185","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PYR6 PGIC PKP2 PDH-E1 ALPHA IAR4 AGK2 PDH2"
3.85127879121384e-15,19,75,13.9981866666667,"Purine nucleoside diphosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009135","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 PDH-E1 ALPHA IAR4 AGK2 PDH2"
3.85127879121384e-15,19,75,13.9981866666667,"Purine ribonucleoside diphosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009179","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 PDH-E1 ALPHA IAR4 AGK2 PDH2"
4.58547762104237e-15,42,489,4.74591411042945,"Cellular amino acid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006520"," TWN2 EMB1144 ALATS ATGSR2 ALDH6B2 MTHFR2 ATMS2 POP2 CARA ATCYSC1 SHM4 ATARD2 OASA1 IBI1 SIR THRRS GS2 GLT1 ALDH12A1 BETA-UP GDH2 MTO1 PYD1 SAHH2 IIL1 ASP5 AGD2 DHS1 ASP3 EMB1467 ADK"
1.19249307339961e-14,23,131,9.70143511450382,"Translational initiation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006413","EIF2 GAMMA  EIF4A-2 EIF2 TRIP-1 EIF3E TIF3A1 ATRLI2 EIF2 BETA TIF3B1 PAB2 TIF3H1 EIF3G1 emb1624 EIF4E1 TIF3K1 NCBP EIF(ISO)4E eIFiso4G1 PFL"
1.6818873700812e-14,19,81,12.9612839506173,"Nucleoside diphosphate phosphorylation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006165","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 NDK1 PDH-E1 ALPHA IAR4 PDH2"
2.66960364545687e-14,19,83,12.6489638554217,"Nucleotide phosphorylation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046939","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 NDK1 PDH-E1 ALPHA IAR4 PDH2"
2.70536679304061e-14,18,72,13.814,"Glycolytic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006096","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 PDH-E1 ALPHA IAR4 PDH2"
2.70536679304061e-14,18,72,13.814,"ADP metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046031","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 PDH-E1 ALPHA IAR4 PDH2"
2.70536679304061e-14,18,72,13.814,"ATP generation from ADP "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006757","GAPC-2 ENO1 GAPCP1 PGK FBA3 TIM LOS2  PKP1 CTIMC PGI1 PGIC PKP2 PDH-E1 ALPHA IAR4 PDH2"
1.10365700842832e-13,44,589,4.12778268251273,"Organic acid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016053"," EMB1144 ATGSR2 MTHFR2 ATMS2 ACLB-1 POP2 CARA ATCYSC1 SHM4 OASA1 SIR PAS2 GS2 KASI GLT1 BETA-UP DHS1 mtACP2 KCR1 OPR1 MOD1 PKT3 MTO1 FAD2 PYD1 IIL1 ATARD2 AGD2 EMB1467 GAE1 MOB1A ADK CYT1 ATPMM AIM1 PKP2 CYTB5-B"
1.10365700842832e-13,44,589,4.12778268251273,"Carboxylic acid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046394"," EMB1144 ATGSR2 MTHFR2 ATMS2 ACLB-1 POP2 CARA ATCYSC1 SHM4 OASA1 SIR PAS2 GS2 KASI GLT1 BETA-UP DHS1 mtACP2 KCR1 OPR1 MOD1 PKT3 MTO1 FAD2 PYD1 IIL1 ATARD2 AGD2 EMB1467 GAE1 MOB1A ADK CYT1 ATPMM AIM1 PKP2 CYTB5-B"
2.02663534953837e-13,26,200,7.18328,"Ribonucleoprotein complex assembly "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022618","EIF2 GAMMA  SMD3B ARP1 RPS5A RPL11A RPL38A ATL5 RPL23AB emb1624 RPS27B TIF3A1 RPS10A EIF2 BETA TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1 TIF3B1"
2.12745586557562e-13,19,93,11.2888602150538,"Pyruvate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006090","PDH-E1 ALPHA GAPC-2 IAR4 ENO1 GAPCP1 PGK FBA3 NAD-ME1 TIM LOS2  PKP1 CTIMC PGI1 PGIC PDH2 PKP2"
2.78183500240549e-13,26,203,7.07712315270936,"Ribonucleoprotein complex subunit organization "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071826","EIF2 GAMMA  SMD3B ARP1 RPS5A RPL11A RPL38A ATL5 RPL23AB emb1624 RPS27B TIF3A1 RPS10A EIF2 BETA TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1 TIF3B1"
